timestamp,open,high,low,close,volume
2025-02-21,154.5650,154.5650,145.7500,146.0700,7356423
2025-02-20,156.3200,157.7500,152.4700,155.3100,5099655
2025-02-19,160.0000,160.0000,155.2100,157.9800,6906074
2025-02-18,161.0400,162.5761,158.0700,160.6000,8144501
2025-02-14,158.1850,163.9300,156.9300,161.4200,21649318
2025-02-13,139.6400,141.9400,138.7600,141.0400,12745328
2025-02-12,133.0700,141.2000,132.7900,140.5200,6147194
2025-02-11,134.9100,136.2500,134.0900,134.5200,4042978
2025-02-10,136.3000,136.3600,133.1600,135.2400,4760053
2025-02-07,134.7000,139.5000,133.9056,134.9800,5933237
2025-02-06,130.1600,133.1900,130.1500,132.5700,3704352
2025-02-05,130.2700,130.3400,128.1000,129.6000,3001069
2025-02-04,129.5800,131.4900,129.0800,130.7400,2687169
2025-02-03,129.1900,130.9550,127.5150,129.7800,2745002
2025-01-31,132.2800,134.4500,130.5700,131.1700,3047116
2025-01-30,133.5600,134.3714,130.8500,131.7900,2440541
2025-01-29,131.4200,134.0500,130.8900,132.5800,3627926
2025-01-28,128.6700,131.4200,126.8600,131.0500,5929900
2025-01-27,125.9400,129.0600,125.6400,128.9600,4806967
2025-01-24,132.6100,132.7200,126.7200,127.0900,6966883
2025-01-23,132.4000,133.6400,131.7750,133.2400,3968199
2025-01-22,133.0000,135.0000,132.3400,132.5000,5028540
2025-01-21,135.4700,135.6400,131.2400,133.0700,5396777
2025-01-17,134.1700,135.6200,132.6900,135.1200,3751223
2025-01-16,132.0000,132.9500,129.8200,132.1600,2904932
2025-01-15,130.1900,133.1500,130.1600,132.5200,3732921
2025-01-14,129.8200,131.1000,127.1700,127.6000,3999323
2025-01-13,128.5850,130.1300,128.0835,128.8500,3510639
2025-01-10,131.3000,133.0500,128.8000,129.6300,4325415
2025-01-08,131.2000,131.6300,130.1000,130.8000,3204678
2025-01-07,135.3500,136.7650,130.8096,131.2900,4290458
2025-01-06,137.0000,138.1000,134.5800,135.2000,4174471
2025-01-03,131.9800,136.3600,131.9400,135.7100,3607355
2025-01-02,131.8700,134.2300,130.4100,131.4800,2606269
2024-12-31,132.4600,133.1900,131.2700,131.4100,2312564
2024-12-30,131.3100,132.6100,129.8500,131.8100,2458835
2024-12-27,133.5900,134.5000,132.1600,133.3850,2650366
2024-12-26,134.2400,136.2700,134.2400,135.3200,2067513
2024-12-24,134.3300,135.0700,132.8300,134.9900,1677060
2024-12-23,134.8100,135.5800,132.2100,134.5200,4728474
2024-12-20,128.6300,135.8200,128.3400,134.2100,15471727
2024-12-19,129.1300,131.0800,127.9100,129.3500,4745008
2024-12-18,132.0250,133.7100,127.2300,127.5400,4236662
2024-12-17,132.2000,132.6100,130.8800,132.2400,3126163
2024-12-16,131.2200,133.2800,129.1700,132.2000,4136299
2024-12-13,136.6500,137.0190,130.7500,130.9500,5288524
2024-12-12,138.1000,139.1000,134.4001,137.4700,4254067
2024-12-11,138.6800,140.1700,137.2100,138.8400,4096469
2024-12-10,137.1900,139.8899,136.6200,138.3000,4777826
2024-12-09,137.0000,138.9700,136.5900,137.2700,3648659
2024-12-06,137.7500,138.8600,136.5600,136.9200,4295842
2024-12-05,138.8400,140.3800,135.5100,136.3200,6174926
2024-12-04,136.5500,139.1500,134.8500,139.0700,3893417
2024-12-03,136.9700,138.3700,135.3762,137.4600,4681376
2024-12-02,136.0100,137.6000,135.6900,137.4900,3608673
2024-11-29,138.5300,139.5300,135.8330,136.1100,2664219
2024-11-27,139.6700,140.4100,137.6800,138.2800,2657033
2024-11-26,140.7800,141.7500,139.1800,139.6700,3228419
2024-11-25,138.0100,141.0000,137.7500,140.9300,7930535
2024-11-22,133.3000,140.7600,133.3000,137.3400,6301099
2024-11-21,134.1800,134.9500,132.5800,133.2600,4061137
2024-11-20,130.2200,135.3800,130.2200,135.2500,5537419
2024-11-19,131.1500,131.9600,129.8700,131.4400,5172381
2024-11-18,132.5600,133.4499,131.5800,132.1900,4511595
2024-11-15,134.2000,134.5300,131.3100,132.5000,4798719
2024-11-14,133.9700,136.6600,133.1500,134.5600,4777628
2024-11-13,133.8300,135.1300,131.3305,132.7600,4922621
2024-11-12,135.6500,136.1200,133.1300,133.2000,6903453
2024-11-11,136.0000,139.1600,135.1200,137.4000,6535059
2024-11-08,134.6700,137.7100,132.7600,134.6100,19189003
2024-11-07,141.7600,148.6400,141.7000,147.3700,11988903
2024-11-06,141.9800,142.9500,139.4100,140.9100,5110922
2024-11-05,137.5500,140.8700,137.0700,137.8200,4989187
2024-11-04,136.2300,137.5500,135.4500,136.8700,2459746
2024-11-01,133.9600,136.8800,133.8052,136.4600,3707590
2024-10-31,137.7000,138.0600,134.2600,134.7900,5049074
2024-10-30,136.4700,138.6600,136.3100,136.5000,3010462
2024-10-29,135.3300,138.3500,135.2438,137.7800,2871886
2024-10-28,136.3000,137.3000,135.4000,135.7800,3260682
2024-10-25,133.3800,135.2800,133.1700,134.5800,2552060
2024-10-24,133.5500,133.7500,131.6600,132.7500,2678040
2024-10-23,135.0000,136.2000,131.2700,131.9200,3444561
2024-10-22,136.1100,136.3500,135.3316,135.5900,2408385
2024-10-21,135.6600,137.9900,135.1300,137.1900,2900530
2024-10-18,136.8100,136.8900,135.1600,136.4500,2391131
2024-10-17,135.7000,136.6500,135.1100,136.0200,3813990
2024-10-16,134.7300,137.3950,134.3200,135.1500,3691540
2024-10-15,133.5100,134.0000,132.3000,133.2700,3502678
2024-10-14,133.9700,134.9800,133.4200,134.7900,2313963
2024-10-11,132.3000,135.3550,132.3000,134.4000,2714747
2024-10-10,135.5500,136.3700,132.5200,132.8100,3060026
2024-10-09,133.4000,135.7600,132.8400,135.4900,3731800
2024-10-08,130.1500,134.4300,130.1500,132.5000,3304421
2024-10-07,129.0850,131.3100,128.7700,130.2300,2847769
2024-10-04,128.4200,129.9300,127.2700,129.8500,2988440
2024-10-03,124.6000,125.5550,123.5800,125.2900,2246999
2024-10-02,125.3300,126.4400,124.5500,126.1800,2707663
2024-10-01,127.3500,128.2000,123.7100,125.4700,3895531
2024-09-30,127.3200,128.2300,125.9200,126.8100,3810992
2024-09-27,130.1600,130.3100,128.1700,128.2500,2525697
2024-09-26,132.7060,133.3400,129.1460,129.2500,3825948
2024-09-25,131.3100,131.9000,130.3000,130.7100,2310696
2024-09-24,130.5800,131.6700,129.5900,131.4800,4189105
2024-09-23,131.5000,131.6400,128.9000,129.0300,3682591
2024-09-20,129.8300,131.9500,129.0300,131.1800,12476321
2024-09-19,127.9300,131.3500,127.4400,128.7500,7691622
2024-09-18,122.3200,125.6600,122.0000,122.4200,3861293
2024-09-17,119.8700,124.7400,119.4850,122.1200,6323569
2024-09-16,117.9900,118.3000,116.1600,117.5500,3229853
2024-09-13,117.7500,119.2100,117.1500,117.7500,3514203
2024-09-12,116.3300,117.3800,115.0500,117.3600,3076184
2024-09-11,115.0900,116.1700,112.5500,115.9600,3644976
2024-09-10,117.0100,117.4063,112.8600,115.1200,4080373
2024-09-09,115.1100,117.9200,114.9850,116.3600,4178558
2024-09-06,116.3700,117.2600,113.2400,114.2800,4072379
2024-09-05,114.6400,116.4500,114.6000,116.1600,3593436
2024-09-04,114.2700,115.9900,114.1900,115.2100,3273890
2024-09-03,116.3950,117.8350,114.1300,114.9800,4678840
2024-08-30,116.9400,118.0500,116.2900,117.3100,3279531
2024-08-29,118.1700,119.3800,116.4200,116.6000,3330982
2024-08-28,116.0000,117.7300,115.7600,117.5300,3463705
2024-08-27,115.3000,117.4200,115.1700,116.7400,3457429
2024-08-26,116.8500,117.3900,115.3500,115.7100,4948158
2024-08-23,116.6400,118.7000,116.3700,116.8500,4998414
2024-08-22,117.6800,118.3950,115.3000,115.4500,4875497
2024-08-21,118.0400,118.2700,116.7000,117.6800,5028525
2024-08-20,118.9400,119.2800,117.1750,117.3800,3940048
2024-08-19,116.9300,119.3000,116.4400,119.1400,4184729
2024-08-16,117.9000,118.8000,116.2200,116.3100,4592024
2024-08-15,118.1950,119.1330,116.3700,118.8800,5266295
2024-08-14,117.7200,118.7400,116.1800,116.2400,3504796
2024-08-13,114.3900,117.7700,114.0500,116.9000,4662047
2024-08-12,115.4800,115.5000,113.2700,113.6200,3980998
2024-08-09,114.4650,116.2600,112.6000,115.0800,4764351
2024-08-08,113.9800,116.4300,112.4200,114.6400,8006214
2024-08-07,112.4400,115.5500,110.3800,113.0100,29027861
2024-08-06,126.9050,131.4500,126.3000,130.4700,11148435
2024-08-05,123.7700,125.9500,122.0600,125.3100,7521889
2024-08-02,129.3100,129.6000,126.5000,128.2300,7745494
2024-08-01,139.7000,139.7800,132.9000,135.0900,5166851
2024-07-31,140.7900,141.2199,139.1000,139.5600,3331392
2024-07-30,140.6500,140.9900,137.9000,138.9900,2996153
2024-07-29,141.2400,142.4299,140.0000,140.2900,2723157
2024-07-26,141.9000,141.9100,139.0300,140.1000,5101418
2024-07-25,141.2500,141.9450,137.5800,140.0300,5626549
2024-07-24,146.7300,147.1100,142.9800,144.2300,5461901
2024-07-23,150.5600,151.2500,147.8300,148.7500,2676905
2024-07-22,148.1400,150.3700,146.5500,150.1800,3672064
2024-07-19,147.0300,149.1600,147.0300,147.9900,3131618
2024-07-18,148.1700,150.1450,146.7500,146.8800,3593705
2024-07-17,149.2400,150.1000,147.2600,148.0000,3242315
2024-07-16,148.4700,151.6400,147.8800,151.2600,4079268
2024-07-15,145.8800,148.4700,144.7500,147.2200,3546065
2024-07-12,146.8300,148.0000,146.1900,146.7800,2923457
2024-07-11,150.5500,152.0000,144.1300,146.0000,6289510
2024-07-10,153.1100,153.2000,150.0900,151.8400,3263527
2024-07-09,152.9200,155.6600,151.9650,152.4500,4329182
2024-07-08,152.6500,154.2000,150.7550,151.9600,3228334
2024-07-05,152.4000,152.8800,151.4400,152.5000,3836132
2024-07-03,153.9100,154.4300,152.3000,152.7300,1725631
2024-07-02,151.2900,155.2100,151.2900,154.3400,3526073
2024-07-01,152.2000,152.2000,149.1400,151.6300,2904962
2024-06-28,151.5400,152.9300,150.6800,151.6300,3842498
2024-06-27,150.4600,151.8800,149.3900,151.6100,3588639
2024-06-26,149.7300,150.3850,149.3700,150.0000,3797877
2024-06-25,148.9700,151.2750,148.8500,150.9100,5008296
2024-06-24,149.1500,150.0400,146.7100,148.3900,4530892
2024-06-21,148.7600,150.0000,147.2500,149.5700,7648402
2024-06-20,147.7700,149.7500,147.6000,147.8800,2874248
2024-06-18,149.9000,150.5490,146.9000,147.2900,3316730
2024-06-17,147.0000,150.1200,146.7750,149.5000,5158771
2024-06-14,145.5000,146.0500,144.2800,145.9700,2754612
2024-06-13,148.9900,149.0000,143.7300,146.1000,4450397
2024-06-12,149.9900,150.2900,148.6210,149.3200,3579847
2024-06-11,147.9700,148.7950,146.4800,147.7500,3285755
2024-06-10,146.0100,148.3200,146.0000,148.0700,3080317
2024-06-07,146.2000,147.0300,145.3800,146.6600,2595555
2024-06-06,145.5100,148.7900,145.1550,147.0000,3463102
2024-06-05,147.9800,148.7000,145.1410,145.7800,3121512
2024-06-04,145.8200,147.9200,145.4400,147.0800,3048535
2024-06-03,145.7400,146.9600,144.3600,146.2500,3843406
2024-05-31,145.7800,146.4300,142.5700,144.9300,3778585
2024-05-30,145.4000,147.5900,144.4100,145.5200,3576681
2024-05-29,144.8800,147.1300,144.7342,146.6100,2570900
2024-05-28,146.0000,147.8700,145.1100,147.0100,5741611
2024-05-24,142.5000,145.9700,142.3000,144.4700,4497760
2024-05-23,142.5800,143.4400,140.8200,141.0400,3900851
2024-05-22,143.9400,144.2100,142.3600,142.7100,3190821
2024-05-21,145.7100,145.7100,144.0900,144.1000,4484983
2024-05-20,146.1800,146.4800,145.2100,146.3700,3747439
2024-05-17,146.8100,147.4950,145.3050,145.6600,3279035
2024-05-16,146.3400,147.7900,145.8500,147.1900,3827765
2024-05-15,147.5700,147.6900,144.7500,145.8000,5996014
2024-05-14,149.4000,149.4000,146.3100,146.7000,4167440
2024-05-13,147.0500,149.2400,145.7000,149.1300,5647508
2024-05-10,147.7500,148.1200,144.6300,146.3200,5524840
2024-05-09,146.6000,150.0050,145.5701,147.0500,14802560
2024-05-08,157.1000,158.6200,155.8400,157.9000,8236465
2024-05-07,161.8100,162.8800,159.7500,159.8100,2916232
2024-05-06,161.0000,162.4100,160.1700,162.0000,2912176
2024-05-03,161.8100,165.5000,159.1500,159.7100,4529908
2024-05-02,157.2100,158.4000,153.2000,158.3300,4778430
2024-05-01,157.5800,160.9500,156.0000,156.1600,2752108
2024-04-30,160.5600,162.0900,158.5200,158.5700,3017911
2024-04-29,164.7500,165.5000,161.2800,162.2500,2312554
2024-04-26,163.6800,165.1600,162.7700,164.2300,2821077
2024-04-25,161.5100,163.7300,159.5000,163.0100,2401828
2024-04-24,164.4750,166.7446,161.0900,162.8400,3854493
2024-04-23,157.2400,161.1400,156.7000,160.9500,3455413
2024-04-22,156.1900,157.2500,153.7650,156.6100,3029952
2024-04-19,159.5400,160.3350,154.5600,155.0100,3904759
2024-04-18,159.6000,162.9400,159.2100,160.1000,3930357
2024-04-17,158.4500,159.7000,156.4100,158.3700,3905042
2024-04-16,155.8300,158.9400,155.3000,156.6600,2728607
2024-04-15,161.8100,162.9000,154.4100,155.6000,3723317
2024-04-12,162.4200,162.7123,158.7800,159.3700,3700504
2024-04-11,159.0000,166.2200,158.9000,165.4200,3580302
2024-04-10,159.6300,160.9600,158.6300,160.2800,2478757
2024-04-09,161.5500,163.2050,159.9100,162.6600,2283271
2024-04-08,160.3600,161.1800,159.2900,160.2700,2296380
2024-04-05,159.1500,162.7100,158.9000,161.7700,2225269
2024-04-04,161.2200,163.6500,158.5200,158.8400,3535186
2024-04-03,158.7500,161.3300,158.5800,159.3400,2273294
2024-04-02,160.9500,160.9800,158.6800,160.1100,3998743
2024-04-01,166.4300,166.7200,162.7500,163.3700,2494146
2024-03-28,166.5700,167.3800,164.5900,164.9600,3415958
2024-03-27,169.1100,169.1100,165.5000,166.4100,3921949
2024-03-26,169.6900,170.0000,167.3200,167.3900,2747663
2024-03-25,167.8600,169.0800,166.2800,167.9900,3216070
2024-03-22,167.0000,168.8000,166.6401,167.8600,2837023
2024-03-21,165.8100,170.1000,165.0000,168.1800,5986505
2024-03-20,162.3900,165.7500,162.2650,164.7100,4766298
2024-03-19,161.4900,164.0999,161.0550,161.7900,3420732
2024-03-18,161.9450,162.8700,160.6000,161.8600,4296942
2024-03-15,166.3900,166.5225,160.1600,160.6400,7153845
2024-03-14,165.7400,166.7199,162.7200,166.4400,4879709
2024-03-13,162.4200,168.0000,160.6900,164.7600,7392029
2024-03-12,163.0000,167.0000,162.7300,166.6700,3940295
2024-03-11,163.7600,164.2600,161.9750,162.9900,3144453
2024-03-08,166.0000,168.1900,163.4800,164.9100,4105743
2024-03-07,165.0000,165.3850,162.2400,163.5400,3810295
2024-03-06,160.1000,164.5900,160.0700,163.8700,5167916
2024-03-05,157.2000,159.9800,156.1400,159.3300,4714293
2024-03-04,159.9000,163.0150,157.9300,158.0900,4403219
2024-03-01,157.2300,160.9800,156.8106,159.7200,5367283
2024-02-29,153.4000,160.0000,153.2200,157.4700,8002291
2024-02-28,152.0300,154.9000,151.7900,153.4300,4329074
2024-02-27,150.0000,152.4700,149.2300,152.0600,4623715
2024-02-26,149.9600,150.1800,148.5600,149.2700,5277943
2024-02-23,153.2700,155.3000,150.8250,152.6600,4851068
2024-02-22,151.0200,155.7000,150.2650,155.2600,6115025
2024-02-21,145.9800,149.2600,145.3960,149.2400,4570787
2024-02-20,150.3100,150.6800,145.8800,148.1500,5229688
2024-02-16,156.1000,156.1000,151.7800,152.5100,6520114
2024-02-15,148.9100,158.2700,148.7500,157.6900,11922986
2024-02-14,146.1600,149.5300,142.5700,148.2000,16021806
2024-02-13,149.2100,153.0200,148.5800,150.8200,11801679
2024-02-12,148.6800,157.3450,148.3400,153.8000,7909487
2024-02-09,145.8400,148.6800,145.1800,147.5950,5006763
2024-02-08,149.2500,150.6700,148.0600,150.5400,3508283
2024-02-07,145.1200,148.7700,143.8600,147.5500,4214118
2024-02-06,145.1000,145.1300,142.9517,144.5300,3697593
2024-02-05,146.0900,146.4000,142.6800,144.7800,3010888
2024-02-02,143.9900,148.0800,141.2401,146.5500,4252797
2024-02-01,144.8000,146.8500,143.6500,146.4900,3416682
2024-01-31,148.6450,148.7400,143.9200,144.1400,4126572
2024-01-30,150.5400,151.0300,148.6800,149.4400,3884021
2024-01-29,150.0000,153.3800,148.5400,152.7000,5316315
2024-01-26,142.1100,151.5300,141.4900,149.6200,11342568
2024-01-25,143.2000,143.2900,140.3679,142.1100,3677549
2024-01-24,143.8100,144.1000,139.5800,141.1900,4417904
2024-01-23,142.7500,143.9300,140.5200,142.3000,3882149
2024-01-22,141.1550,144.0500,140.9000,142.0100,4482914
2024-01-19,138.6000,140.2850,136.3200,139.9300,4089098
2024-01-18,137.0000,139.5350,135.2250,137.0400,5273027
2024-01-17,132.8400,135.0900,131.1000,134.9800,3039656
2024-01-16,135.9000,136.0000,133.6700,135.0200,5514773
2024-01-12,139.3500,140.9900,137.1300,137.1400,2481982
2024-01-11,140.7100,141.2000,137.5500,139.4500,2383518
2024-01-10,139.2000,140.8250,138.7000,139.7600,2492691
2024-01-09,138.5200,139.5400,137.7900,139.5300,3560892
2024-01-08,137.3100,140.2500,136.6100,140.0800,4179708
2024-01-05,134.2500,136.6500,133.8950,135.9800,3977632
2024-01-04,132.8600,137.0344,132.5000,133.7200,4056898
2024-01-03,132.7100,134.5400,130.8200,133.4200,4266614
2024-01-02,134.4300,135.6000,133.3400,134.4800,3485247
2023-12-29,136.7100,137.8700,135.4300,136.1400,3076112
2023-12-28,136.5500,137.1900,135.6950,137.0000,2770816
2023-12-27,139.1350,139.1350,136.0500,136.5500,3979570
2023-12-26,141.0000,141.0000,137.7700,138.7200,4384804
2023-12-22,141.8800,142.5100,139.7300,140.8000,2937363
2023-12-21,142.3700,143.4900,140.3100,142.0900,3318535
2023-12-20,146.5000,146.5000,140.6500,141.0700,5718006
2023-12-19,147.5000,148.6100,146.6800,146.9100,5054417
2023-12-18,147.1600,148.4600,146.1200,147.5000,4175159
2023-12-15,147.2600,148.7300,145.8600,146.6000,8239015
2023-12-14,145.0000,149.9200,144.9800,147.2600,9568622
2023-12-13,142.9500,144.9400,140.3400,144.5100,6673909
2023-12-12,137.9000,141.0600,137.5800,140.5500,6823194
2023-12-11,141.3600,144.5000,140.8500,142.9100,4560543
2023-12-08,138.1900,141.5400,137.8000,140.6800,4411181
2023-12-07,135.5100,141.1600,135.4300,139.8400,7108552
2023-12-06,135.5900,138.4800,135.1400,135.3100,4810915
2023-12-05,132.6800,135.7050,132.6600,133.7100,4202219
2023-12-04,134.0000,136.7500,132.7200,133.7000,5263394
2023-12-01,125.5000,135.4200,125.4000,135.0200,7424812
2023-11-30,127.0000,128.1300,125.0850,126.3400,5956297
2023-11-29,127.0000,129.5830,126.0598,126.4800,4615425
2023-11-28,128.7900,129.5400,125.8500,127.5600,4024433
2023-11-27,127.5000,129.5600,125.8500,129.0000,4408422
2023-11-24,129.0500,129.5899,127.7800,128.3700,2058920
2023-11-22,127.7500,130.5800,127.7100,129.0400,3974609
2023-11-21,128.0000,128.0500,124.9300,126.8200,4587125
2023-11-20,127.4000,130.9500,127.0100,129.7000,4645935
2023-11-17,126.6500,127.9700,125.4500,127.1500,3796137
2023-11-16,127.1200,128.4000,125.3100,126.2800,4177338
2023-11-15,128.0000,131.6200,127.0606,128.3500,6851426
2023-11-14,122.3550,127.1200,121.5100,126.6800,8405215
2023-11-13,117.5100,119.8600,117.4013,119.1500,3408800
2023-11-10,114.5250,118.5400,114.1700,118.1500,4775350
2023-11-09,118.3500,119.5300,115.2000,115.5200,5519622
2023-11-08,119.4300,121.2000,116.1787,117.6600,7813986
2023-11-07,118.2500,122.1800,118.1000,121.0800,5163900
2023-11-06,123.2150,123.9300,116.8500,118.1700,7701997
2023-11-03,117.9800,123.4500,117.3800,122.6400,9020387
2023-11-02,122.5100,122.7400,114.1000,115.5000,14053455
2023-11-01,118.2500,119.8900,116.6600,119.4700,9336533
2023-10-31,117.1300,118.6900,114.9100,118.2900,4647399
2023-10-30,117.1500,118.5900,115.3500,116.9500,5218039
2023-10-27,116.2100,116.7450,113.2350,114.0900,5201552
2023-10-26,118.1400,119.5475,114.4000,115.4700,5217503
2023-10-25,120.7500,120.7500,118.3200,118.5000,4844458
2023-10-24,121.1800,123.1700,120.5700,122.0100,3651605
2023-10-23,116.4800,122.5250,115.5500,120.3900,5442484
2023-10-20,119.4900,119.9200,116.0800,116.4900,6195537
2023-10-19,122.3900,123.4800,119.3300,119.9700,4374408
2023-10-18,123.0200,124.3500,121.7200,122.1700,4098435
2023-10-17,123.7600,126.7799,122.6600,125.7100,3073583
2023-10-16,125.1900,126.7600,124.1858,125.1900,2706050
2023-10-13,127.6100,129.8400,123.5500,124.0800,4929464
2023-10-12,130.2900,130.4100,124.8200,125.9700,4023286
2023-10-11,132.1200,132.6900,128.5200,130.0000,3456474
2023-10-10,127.6900,132.7800,126.9500,131.5900,5114703
2023-10-09,124.0000,127.9200,121.8100,127.7700,5092037
2023-10-06,123.0000,127.4000,122.0200,126.3600,5153662
2023-10-05,126.5400,126.6200,121.6700,124.9900,7630208
2023-10-04,128.7500,130.2200,127.2950,127.4100,5822033
2023-10-03,132.1700,133.4100,126.4900,127.7300,9019737
2023-10-02,136.5500,138.0000,135.3600,136.5600,3489091
2023-09-29,138.0500,141.0750,136.3600,137.2100,4782071
2023-09-28,133.6500,138.2300,132.8801,136.4700,4058877
2023-09-27,133.8000,134.9000,131.2200,134.0300,3771335
2023-09-26,132.7800,133.9400,131.1700,132.2800,4194040
2023-09-25,130.8000,134.2500,130.8000,134.1400,4154503
2023-09-22,133.7100,134.1842,131.1200,132.2000,4279181
2023-09-21,135.5550,135.9800,132.3900,132.7500,8515389
2023-09-20,142.7600,143.2700,137.9500,138.0100,5192076
2023-09-19,141.8600,142.5700,139.7700,141.8500,6675517
2023-09-18,141.9300,144.4000,141.1900,142.5500,7351442
2023-09-15,143.5850,144.9500,142.1000,142.7500,74788474
2023-09-14,144.6100,145.7200,141.6900,144.1200,8365548
2023-09-13,146.0000,147.0000,143.6050,144.7150,7893268
2023-09-12,146.8800,151.1550,146.8200,147.5000,7342691
2023-09-11,146.2200,148.2500,144.8600,147.3300,7178964
2023-09-08,143.9400,146.8500,143.1800,145.8200,9329068
2023-09-07,139.2500,144.2500,139.0100,143.2700,7928238
2023-09-06,140.7800,143.2200,140.2663,141.7700,7114436
2023-09-05,141.1500,144.2600,139.8000,142.2900,21052754
2023-09-01,133.7000,134.5000,131.3300,132.6900,4517786
2023-08-31,130.6000,132.4400,129.8100,131.5500,3860311
2023-08-30,130.4700,132.4500,129.3100,130.6100,4709893
2023-08-29,126.5500,132.8800,126.0000,132.2500,5622866
2023-08-28,127.0000,127.0000,124.9500,126.1550,2348537
2023-08-25,125.0400,126.6000,124.1900,125.7900,2415159
2023-08-24,128.2300,128.8400,124.6400,124.7200,2980820
2023-08-23,126.9000,129.1850,126.4000,128.1300,4605440
2023-08-22,124.2500,127.2400,124.0008,127.0800,4946032
2023-08-21,126.1550,126.5400,123.4900,124.0000,4875979
2023-08-18,124.9300,126.0800,123.3800,125.0600,5963616
2023-08-17,129.2200,129.6000,127.3706,127.9900,3908528
2023-08-16,129.0000,130.1500,128.4000,128.8300,3336853
2023-08-15,132.5000,132.8100,129.7300,129.8500,3970461
2023-08-14,133.5600,133.7900,131.7400,133.2400,3373839
2023-08-11,134.1500,134.2600,131.7000,133.6800,4412738
2023-08-10,139.8700,140.9700,135.6500,135.9700,3437587
2023-08-09,140.1400,140.5500,137.3300,137.8700,3389682
2023-08-08,140.5200,140.5200,137.0300,139.5500,4685767
2023-08-07,142.0000,144.0000,138.7900,143.2000,4079123
2023-08-04,140.4700,145.3200,137.6200,140.1700,8623302
2023-08-03,140.9400,143.1025,139.7500,140.8800,11483818
2023-08-02,146.4500,147.1150,143.1900,144.5600,7030997
2023-08-01,149.6200,150.4196,148.0300,148.9100,4524604
2023-07-31,153.8600,154.9500,151.5500,152.1900,4459756
2023-07-28,150.2300,154.4900,150.2100,153.3300,4164344
2023-07-27,151.8900,153.1750,147.5550,148.5000,5425994
2023-07-26,147.8300,150.2700,147.0900,150.1700,4055506
2023-07-25,147.6100,150.7800,147.4600,148.6500,4121251
2023-07-24,147.0600,148.2900,144.1800,147.6200,4373201
2023-07-21,147.0000,149.9900,146.9100,148.7700,11813010
2023-07-20,143.5900,146.2700,143.5000,145.2800,4246295
2023-07-19,145.7500,147.6746,144.1900,145.5350,4968555
2023-07-18,144.0000,147.5399,143.7500,146.5300,4124895
